n-gram,next_word,freq
"(8, 515, 24, 322)",483,1
"(515, 24, 322, 483)",11,1
"(24, 322, 483, 11)",2359,1
"(322, 483, 11, 2359)",2,1
"(483, 11, 2359, 2)",1,1
"(11, 2359, 2, 1)",189,1
"(2359, 2, 1, 189)",2,1
"(2, 1, 189, 2)",8,1
"(1, 189, 2, 8)",153,1
"(189, 2, 8, 153)",3,1
"(2, 8, 153, 3)",1,1
"(8, 153, 3, 1)",1096,1
"(153, 3, 1, 1096)",724,1
"(3, 1, 1096, 724)",4,1
"(1, 1096, 724, 4)",65,1
"(1096, 724, 4, 65)",25,1
"(724, 4, 65, 25)",45,1
"(4, 65, 25, 45)",31,1
"(65, 25, 45, 31)",27,1
"(25, 45, 31, 27)",59,1
"(45, 31, 27, 59)",1,1
"(7, 114, 95, 4)",208,1
"(114, 95, 4, 208)",24,1
"(95, 4, 208, 24)",3413,1
"(4, 208, 24, 3413)",842,1
"(208, 24, 3413, 842)",4,1
"(24, 3413, 842, 4)",115,1
"(3413, 842, 4, 115)",3,1
"(842, 4, 115, 3)",100,1
"(4, 115, 3, 100)",57,2
"(100, 57, 2, 17)",54,1
"(57, 2, 17, 54)",5,1
"(2, 17, 54, 5)",1250,1
"(17, 54, 5, 1250)",38,1
"(54, 5, 1250, 38)",2,1
"(5, 1250, 38, 2)",17,1
"(1250, 38, 2, 17)",1821,1
"(38, 2, 17, 1821)",5,1
"(2, 17, 1821, 5)",1,1
"(17, 1821, 5, 1)",3414,1
"(1821, 5, 1, 3414)",3,1
"(5, 1, 3414, 3)",1,1
"(1, 3414, 3, 1)",3415,1
"(3414, 3, 1, 3415)",2,1
"(3, 1, 3415, 2)",148,1
"(1, 3415, 2, 148)",3,1
"(3415, 2, 148, 3)",19,1
"(2, 148, 3, 19)",38,1
"(148, 3, 19, 38)",206,1
"(3, 19, 38, 206)",3,1
"(19, 38, 206, 3)",320,1
"(38, 206, 3, 320)",8,1
"(3, 320, 8, 63)",3,1
"(320, 8, 63, 3)",253,1
"(8, 63, 3, 253)",1,2
"(63, 3, 253, 1)",34,2
"(3, 253, 1, 34)",29,1
"(253, 1, 34, 29)",133,1
"(1, 34, 29, 133)",23,1
"(34, 29, 133, 23)",601,1
"(29, 133, 23, 601)",8,1
"(133, 23, 601, 8)",20,1
"(141, 17, 19, 10)",21,1
"(17, 19, 10, 21)",1494,1
"(19, 10, 21, 1494)",4,1
"(10, 21, 1494, 4)",229,1
"(21, 1494, 4, 229)",3,1
"(1494, 4, 229, 3)",184,1
"(4, 229, 3, 184)",47,1
"(229, 3, 184, 47)",86,1
"(3, 184, 47, 86)",181,1
"(1, 176, 152, 4)",1,2
"(176, 152, 4, 1)",707,1
"(152, 4, 1, 707)",2,1
"(3, 7, 12, 37)",460,3
"(7, 12, 37, 460)",1265,2
"(12, 37, 460, 1265)",3,2
"(37, 460, 1265, 3)",1409,2
"(460, 1265, 3, 1409)",25,2
"(1265, 3, 1409, 25)",1,2
"(3, 1409, 25, 1)",682,2
"(1409, 25, 1, 682)",2,2
"(25, 1, 682, 2)",69,2
"(1, 682, 2, 69)",3,2
"(682, 2, 69, 3)",2360,2
"(2, 69, 3, 2360)",199,2
"(69, 3, 2360, 199)",1,2
"(3, 2360, 199, 1)",1099,2
"(2360, 199, 1, 1099)",1195,2
"(199, 1, 1099, 1195)",5,2
"(193, 488, 1, 176)",201,1
"(488, 1, 176, 201)",101,1
"(16, 11, 345, 1162)",1677,2
"(11, 345, 1162, 1677)",9,2
"(345, 1162, 1677, 9)",26,2
"(1162, 1677, 9, 26)",1,2
"(1677, 9, 26, 1)",323,2
"(9, 26, 1, 323)",2,2
"(1, 323, 2, 1)",2362,2
"(323, 2, 1, 2362)",2363,2
"(2, 1, 2362, 2363)",951,2
"(1, 2362, 2363, 951)",53,2
"(2362, 2363, 951, 53)",1266,2
"(2363, 951, 53, 1266)",1254,2
"(951, 53, 1266, 1254)",6,2
"(53, 1266, 1254, 6)",182,2
"(1266, 1254, 6, 182)",4,2
"(7, 12, 102, 633)",9,5
"(12, 102, 633, 9)",10,2
"(102, 633, 9, 10)",93,2
"(633, 9, 10, 93)",2,2
"(9, 10, 93, 2)",47,2
"(10, 93, 2, 47)",71,2
"(93, 2, 47, 71)",299,2
"(2, 47, 71, 299)",36,2
"(47, 71, 299, 36)",8,2
"(71, 299, 36, 8)",1495,2
"(299, 36, 8, 1495)",569,2
"(36, 8, 1495, 569)",28,2
"(8, 1495, 569, 28)",1472,2
"(1495, 569, 28, 1472)",1267,2
"(569, 28, 1472, 1267)",9,2
"(28, 1472, 1267, 9)",6,2
"(1472, 1267, 9, 6)",182,2
"(1267, 9, 6, 182)",4,2
"(415, 339, 62, 197)",77,4
"(339, 62, 197, 77)",2,5
"(62, 197, 77, 2)",1,5
"(197, 77, 2, 1)",201,5
"(77, 2, 1, 201)",101,9
"(2, 1, 201, 101)",1,1
"(1, 201, 101, 1)",764,1
"(201, 101, 1, 764)",2,1
"(101, 1, 764, 2)",3417,1
"(1, 764, 2, 3417)",3,1
"(764, 2, 3417, 3)",7,1
"(2, 3417, 3, 7)",18,1
"(3417, 3, 7, 18)",217,1
"(3, 7, 18, 217)",4,1
"(7, 18, 217, 4)",522,1
"(18, 217, 4, 522)",17,1
"(217, 4, 522, 17)",50,2
"(4, 522, 17, 50)",5,2
"(522, 17, 50, 5)",1036,2
"(17, 50, 5, 1036)",1,2
"(50, 5, 1036, 1)",1100,1
"(5, 1036, 1, 1100)",171,1
"(1036, 1, 1100, 171)",2,1
"(1, 1100, 171, 2)",1,1
"(1100, 171, 2, 1)",201,1
"(13, 2364, 213, 9)",187,1
"(2364, 213, 9, 187)",88,1
"(213, 9, 187, 88)",80,1
"(9, 187, 88, 80)",42,1
"(187, 88, 80, 42)",77,1
"(88, 80, 42, 77)",1059,1
"(80, 42, 77, 1059)",5,1
"(42, 77, 1059, 5)",1,1
"(77, 1059, 5, 1)",123,1
"(1059, 5, 1, 123)",760,1
"(5, 1, 123, 760)",4,1
"(1, 123, 760, 4)",184,1
"(123, 760, 4, 184)",2365,1
"(760, 4, 184, 2365)",62,1
"(4, 184, 2365, 62)",101,1
"(184, 2365, 62, 101)",5,1
"(2365, 62, 101, 5)",2366,1
"(7, 12, 1825, 20)",1204,1
"(12, 1825, 20, 1204)",449,1
"(1825, 20, 1204, 449)",24,1
"(20, 1204, 449, 24)",52,1
"(1204, 449, 24, 52)",570,1
"(449, 24, 52, 570)",10,1
"(24, 52, 570, 10)",342,1
"(52, 570, 10, 342)",3,1
"(570, 10, 342, 3)",1,1
"(10, 342, 3, 1)",31,1
"(342, 3, 1, 31)",473,1
"(3, 1, 31, 473)",3,1
"(1, 31, 473, 3)",596,1
"(31, 473, 3, 596)",1801,1
"(473, 3, 596, 1801)",7,1
"(3, 596, 1801, 7)",385,1
"(596, 1801, 7, 385)",22,1
"(1801, 7, 385, 22)",8,1
"(7, 385, 22, 8)",403,1
"(16, 28, 37, 22)",52,1
"(28, 37, 22, 52)",156,1
"(37, 22, 52, 156)",9,1
"(22, 52, 156, 9)",59,1
"(52, 156, 9, 59)",1,1
"(156, 9, 59, 1)",36,1
"(9, 59, 1, 36)",7,1
"(59, 1, 36, 7)",12,4
"(1, 36, 7, 12)",1496,1
"(36, 7, 12, 1496)",342,1
"(7, 12, 1496, 342)",649,1
"(12, 1496, 342, 649)",3,1
"(1496, 342, 649, 3)",1483,1
"(342, 649, 3, 1483)",3,1
"(649, 3, 1483, 3)",12,1
"(3, 1483, 3, 12)",37,1
"(1483, 3, 12, 37)",22,1
"(3, 12, 37, 22)",17,1
"(12, 37, 22, 17)",26,1
"(37, 22, 17, 26)",115,1
"(22, 17, 26, 115)",635,1
"(17, 26, 115, 635)",2,1
"(26, 115, 635, 2)",21,1
"(115, 635, 2, 21)",765,1
"(635, 2, 21, 765)",69,1
"(2, 21, 765, 69)",354,1
"(21, 765, 69, 354)",20,1
"(765, 69, 354, 20)",1669,1
"(69, 354, 20, 1669)",449,1
"(354, 20, 1669, 449)",83,1
"(20, 1669, 449, 83)",14,1
"(299, 36, 20, 8)",569,1
"(36, 20, 8, 569)",727,1
"(20, 8, 569, 727)",4,1
"(8, 569, 727, 4)",23,1
"(569, 727, 4, 23)",26,1
"(727, 4, 23, 26)",1,1
"(4, 23, 26, 1)",523,1
"(23, 26, 1, 523)",2,1
"(26, 1, 523, 2)",201,1
"(1, 523, 2, 201)",69,1
"(523, 2, 201, 69)",14,1
"(2, 201, 69, 14)",46,1
"(201, 69, 14, 46)",132,1
"(69, 14, 46, 132)",1826,1
"(14, 46, 132, 1826)",4,1
"(46, 132, 1826, 4)",1827,1
"(132, 1826, 4, 1827)",3,1
"(1826, 4, 1827, 3)",1268,1
"(4, 1827, 3, 1268)",382,1
"(1827, 3, 1268, 382)",149,1
"(3, 1268, 382, 149)",3,1
"(1268, 382, 149, 3)",64,1
"(382, 149, 3, 64)",6,1
"(149, 3, 64, 6)",145,1
"(3, 64, 6, 145)",10,1
"(64, 6, 145, 10)",3418,1
"(6, 145, 10, 3418)",730,1
"(145, 10, 3418, 730)",3,1
"(105, 42, 1828, 17)",162,1
"(42, 1828, 17, 162)",4,1
"(1828, 17, 162, 4)",1039,1
"(17, 162, 4, 1039)",4,1
"(162, 4, 1039, 4)",23,1
"(4, 1039, 4, 23)",2367,1
"(1039, 4, 23, 2367)",3,1
"(4, 23, 2367, 3)",2368,1
"(23, 2367, 3, 2368)",4,1
"(2367, 3, 2368, 4)",1,1
"(3, 2368, 4, 1)",27,1
"(2368, 4, 1, 27)",17,1
"(4, 1, 27, 17)",332,1
"(1, 27, 17, 332)",3,1
"(27, 17, 332, 3)",4,1
"(17, 332, 3, 4)",1827,1
"(332, 3, 4, 1827)",3,1
"(3, 4, 1827, 3)",3419,1
"(4, 1827, 3, 3419)",38,1
"(1827, 3, 3419, 38)",29,1
"(3, 3419, 38, 29)",1739,1
"(3419, 38, 29, 1739)",49,1
"(38, 29, 1739, 49)",2135,1
"(29, 1739, 49, 2135)",1497,1
"(1739, 49, 2135, 1497)",5,1
"(49, 2135, 1497, 5)",452,1
"(39, 2, 230, 16)",267,1
"(2, 230, 16, 267)",64,1
"(230, 16, 267, 64)",23,1
"(16, 267, 64, 23)",6,1
"(267, 64, 23, 6)",182,1
"(64, 23, 6, 182)",4,1
"(23, 6, 182, 4)",1427,1
"(6, 182, 4, 1427)",6,1
"(182, 4, 1427, 6)",182,1
"(4, 1427, 6, 182)",4,1
"(1427, 6, 182, 4)",1232,1
"(6, 182, 4, 1232)",1255,1
"(182, 4, 1232, 1255)",9,1
"(4, 1232, 1255, 9)",2369,1
"(1232, 1255, 9, 2369)",133,1
"(1255, 9, 2369, 133)",3420,1
"(9, 2369, 133, 3420)",582,1
"(2369, 133, 3420, 582)",3421,1
"(133, 3420, 582, 3421)",57,1
"(3420, 582, 3421, 57)",30,1
"(582, 3421, 57, 30)",236,1
"(3421, 57, 30, 236)",3,1
"(57, 30, 236, 3)",6,1
"(30, 236, 3, 6)",182,1
"(236, 3, 6, 182)",4,1
"(3, 6, 182, 4)",409,1
"(6, 182, 4, 409)",38,1
"(5, 610, 8, 242)",50,1
"(610, 8, 242, 50)",397,1
"(8, 242, 50, 397)",32,1
"(242, 50, 397, 32)",19,1
"(50, 397, 32, 19)",46,1
"(397, 32, 19, 46)",126,1
"(32, 19, 46, 126)",4,1
"(19, 46, 126, 4)",409,1
"(46, 126, 4, 409)",38,1
"(126, 4, 409, 38)",29,1
"(4, 409, 38, 29)",177,1
"(409, 38, 29, 177)",610,1
"(38, 29, 177, 610)",637,1
"(29, 177, 610, 637)",183,1
"(177, 610, 637, 183)",1829,1
"(610, 637, 183, 1829)",49,1
"(637, 183, 1829, 49)",146,1
"(183, 1829, 49, 146)",77,1
"(1829, 49, 146, 77)",2,1
"(49, 146, 77, 2)",1,1
"(146, 77, 2, 1)",201,1
"(2, 1, 201, 101)",39,1
"(1, 201, 101, 39)",19,1
"(201, 101, 39, 19)",38,1
"(101, 39, 19, 38)",658,1
"(39, 19, 38, 658)",1,1
"(19, 38, 658, 1)",3422,1
"(38, 658, 1, 3422)",1,1
"(658, 1, 3422, 1)",31,1
"(1, 3422, 1, 31)",2198,1
"(3422, 1, 31, 2198)",3423,1
"(1, 31, 2198, 3423)",756,1
"(31, 2198, 3423, 756)",29,1
"(2198, 3423, 756, 29)",18,1
"(3423, 756, 29, 18)",49,1
"(756, 29, 18, 49)",3424,1
"(29, 18, 49, 3424)",624,1
"(18, 49, 3424, 624)",25,1
"(49, 3424, 624, 25)",1,1
"(3424, 624, 25, 1)",1379,1
"(624, 25, 1, 1379)",2,1
"(25, 1, 1379, 2)",40,1
"(1, 1379, 2, 40)",265,1
"(1379, 2, 40, 265)",5,1
"(2, 40, 265, 5)",101,1
"(40, 265, 5, 101)",39,1
"(265, 5, 101, 39)",29,1
"(5, 101, 39, 29)",3425,1
"(101, 39, 29, 3425)",522,1
"(39, 29, 3425, 522)",60,1
"(29, 3425, 522, 60)",4,1
"(3425, 522, 60, 4)",158,1
"(415, 339, 14, 13)",108,1
"(339, 14, 13, 108)",4,1
"(14, 13, 108, 4)",1,2
"(13, 108, 4, 1)",68,2
"(108, 4, 1, 68)",16,1
"(4, 1, 68, 16)",11,1
"(1, 68, 16, 11)",24,1
"(68, 16, 11, 24)",1393,1
"(24, 1393, 75, 9)",8,1
"(1393, 75, 9, 8)",101,1
"(75, 9, 8, 101)",3,1
"(9, 8, 101, 3)",19,1
"(8, 101, 3, 19)",38,1
"(101, 3, 19, 38)",29,1
"(3, 19, 38, 29)",194,1
"(19, 38, 29, 194)",4,1
"(38, 29, 194, 4)",332,1
"(29, 194, 4, 332)",5,1
"(194, 4, 332, 5)",16,1
"(4, 332, 5, 16)",33,1
"(332, 5, 16, 33)",394,1
"(5, 16, 33, 394)",1,1
"(16, 33, 394, 1)",1064,1
"(33, 394, 1, 1064)",2,1
"(394, 1, 1064, 2)",8,1
"(1, 1064, 2, 8)",569,1
"(1064, 2, 8, 569)",4,1
"(2, 8, 569, 4)",184,1
"(8, 569, 4, 184)",38,1
"(569, 4, 184, 38)",3427,1
"(4, 184, 38, 3427)",3428,1
"(184, 38, 3427, 3428)",2,1
"(38, 3427, 3428, 2)",15,1
"(3427, 3428, 2, 15)",149,1
"(3428, 2, 15, 149)",3,1
"(2, 15, 149, 3)",825,1
"(15, 149, 3, 825)",40,1
"(149, 3, 825, 40)",262,1
"(3, 825, 40, 262)",25,1
"(825, 40, 262, 25)",202,1
"(40, 262, 25, 202)",1498,1
"(262, 25, 202, 1498)",4,1
"(25, 202, 1498, 4)",1269,1
"(202, 1498, 4, 1269)",1830,1
"(1498, 4, 1269, 1830)",119,1
"(4, 1269, 1830, 119)",3,1
"(1269, 1830, 119, 3)",681,1
"(1830, 119, 3, 681)",1,1
"(119, 3, 681, 1)",1831,1
"(3, 681, 1, 1831)",2,1
"(681, 1, 1831, 2)",305,1
"(1, 1831, 2, 305)",3,1
"(450, 1, 68, 133)",150,1
"(1, 68, 133, 150)",32,1
"(68, 133, 150, 32)",24,1
"(133, 150, 32, 24)",344,1
"(150, 32, 24, 344)",3,1
"(32, 24, 344, 3)",570,1
"(24, 344, 3, 570)",10,1
"(344, 3, 570, 10)",163,1
"(3, 570, 10, 163)",3,1
"(570, 10, 163, 3)",506,1
"(10, 163, 3, 506)",424,1
"(163, 3, 506, 424)",11,1
"(3, 506, 424, 11)",3,1
"(506, 424, 11, 3)",33,1
"(424, 11, 3, 33)",207,1
"(11, 3, 33, 207)",295,1
"(3, 33, 207, 295)",501,1
"(33, 207, 295, 501)",200,1
"(207, 295, 501, 200)",3,1
"(232, 197, 2370, 2371)",174,1
"(197, 2370, 2371, 174)",3,1
"(2370, 2371, 174, 3)",3431,1
"(2371, 174, 3, 3431)",56,1
"(174, 3, 3431, 56)",315,1
"(3, 3431, 56, 315)",4,1
"(3431, 56, 315, 4)",17,1
"(56, 315, 4, 17)",232,1
"(315, 4, 17, 232)",197,1
"(4, 17, 232, 197)",10,3
"(17, 232, 197, 10)",693,1
"(232, 197, 10, 693)",72,1
"(197, 10, 693, 72)",81,1
"(10, 693, 72, 81)",3,4
"(693, 72, 81, 3)",65,3
"(81, 3, 65, 4)",8,1
"(3, 65, 4, 8)",1101,1
"(65, 4, 8, 1101)",571,1
"(4, 8, 1101, 571)",5,1
"(8, 1101, 571, 5)",47,1
"(1101, 571, 5, 47)",2372,1
"(571, 5, 47, 2372)",1832,1
"(5, 47, 2372, 1832)",2,1
"(47, 2372, 1832, 2)",24,1
"(2372, 1832, 2, 24)",240,1
"(1832, 2, 24, 240)",153,1
"(2, 24, 240, 153)",70,1
"(24, 240, 153, 70)",4,1
"(16, 28, 37, 6)",110,1
"(28, 37, 6, 110)",231,1
"(37, 6, 110, 231)",465,1
"(6, 110, 231, 465)",220,1
"(110, 231, 465, 220)",10,1
"(231, 465, 220, 10)",32,1
"(1, 329, 2, 15)",638,1
"(329, 2, 15, 638)",26,1
"(2, 15, 638, 26)",100,1
"(15, 638, 26, 100)",635,1
"(638, 26, 100, 635)",28,1
"(26, 100, 635, 28)",37,1
"(100, 635, 28, 37)",1031,1
"(66, 12, 37, 45)",31,1
"(12, 37, 45, 31)",52,1
"(37, 45, 31, 52)",952,1
"(45, 31, 52, 952)",1,1
"(31, 52, 952, 1)",3432,1
"(52, 952, 1, 3432)",135,1
"(952, 1, 3432, 135)",1,1
"(1, 3432, 135, 1)",3433,1
"(3432, 135, 1, 3433)",2127,1
"(135, 1, 3433, 2127)",2373,1
"(1, 3433, 2127, 2373)",1,1
"(3433, 2127, 2373, 1)",3434,1
"(2127, 2373, 1, 3434)",3435,1
"(2373, 1, 3434, 3435)",8,1
"(1, 3434, 3435, 8)",906,1
"(3434, 3435, 8, 906)",1101,1
"(3435, 8, 906, 1101)",3,1
"(8, 906, 1101, 3)",45,1
"(906, 1101, 3, 45)",78,1
"(13, 12, 37, 280)",25,1
"(12, 37, 280, 25)",1,1
"(37, 280, 25, 1)",1494,1
"(280, 25, 1, 1494)",2,1
"(25, 1, 1494, 2)",506,1
"(1, 1494, 2, 506)",424,1
"(1494, 2, 506, 424)",4,1
"(2, 506, 424, 4)",150,1
"(506, 424, 4, 150)",106,1
"(424, 4, 150, 106)",5,1
"(4, 150, 106, 5)",47,1
"(150, 106, 5, 47)",153,1
"(106, 5, 47, 153)",398,1
"(5, 47, 153, 398)",3,1
"(47, 153, 398, 3)",12,1
"(153, 398, 3, 12)",37,1
"(398, 3, 12, 37)",2356,1
"(3, 12, 37, 2356)",25,1
"(2356, 25, 1, 2357)",1,1
"(25, 1, 2357, 1)",2374,1
"(1, 2357, 1, 2374)",3,1
"(2357, 1, 2374, 3)",1,1
"(1, 2374, 3, 1)",31,1
"(2374, 3, 1, 31)",252,1
"(3, 1, 31, 252)",2,1
"(2375, 1499, 1833, 2376)",3436,1
"(1499, 1833, 2376, 3436)",1473,1
"(1833, 2376, 3436, 1473)",3437,1
"(2376, 3436, 1473, 3437)",3438,1
"(3436, 1473, 3437, 3438)",1270,1
"(1473, 3437, 3438, 1270)",348,1
"(1048, 3440, 512, 2377)",3441,1
"(3440, 512, 2377, 3441)",2206,1
"(512, 2377, 3441, 2206)",1500,1
"(2377, 3441, 2206, 1500)",2207,1
"(3441, 2206, 1500, 2207)",3442,1
"(2206, 1500, 2207, 3442)",344,1
"(1500, 2207, 3442, 344)",1218,1
"(2207, 3442, 344, 1218)",3443,1
"(3442, 344, 1218, 3443)",1219,1
"(344, 1218, 3443, 1219)",549,1
"(1218, 3443, 1219, 549)",163,1
"(3443, 1219, 549, 163)",436,1
"(1219, 549, 163, 436)",1794,1
"(549, 163, 436, 1794)",3444,1
"(163, 436, 1794, 3444)",348,1
"(436, 1794, 3444, 348)",2378,1
"(1794, 3444, 348, 2378)",1217,1
"(2379, 3446, 6, 1834)",3447,1
"(3446, 6, 1834, 3447)",470,1
"(6, 1834, 3447, 470)",3448,1
"(1834, 3447, 470, 3448)",549,1
"(3447, 470, 3448, 549)",163,1
"(470, 3448, 549, 163)",3449,1
"(3448, 549, 163, 3449)",436,1
"(549, 163, 3449, 436)",3450,1
"(163, 3449, 436, 3450)",1219,1
"(3449, 436, 3450, 1219)",1500,1
"(436, 3450, 1219, 1500)",3451,1
"(3450, 1219, 1500, 3451)",1499,1
"(1219, 1500, 3451, 1499)",474,1
"(1500, 3451, 1499, 474)",3452,1
"(3451, 1499, 474, 3452)",3453,1
"(1499, 474, 3452, 3453)",1501,1
"(6, 3454, 348, 3455)",3456,1
"(3454, 348, 3455, 3456)",2380,1
"(348, 3455, 3456, 2380)",3457,1
"(3455, 3456, 2380, 3457)",3458,1
"(3456, 2380, 3457, 3458)",348,1
"(2380, 3457, 3458, 348)",3459,1
"(3457, 3458, 348, 3459)",619,1
"(3458, 348, 3459, 619)",3460,1
"(348, 3459, 619, 3460)",782,1
"(3459, 619, 3460, 782)",474,1
"(619, 3460, 782, 474)",2378,1
"(3460, 782, 474, 2378)",6,1
"(2376, 3462, 3463, 3464)",3465,1
"(1501, 3466, 549, 1404)",2380,1
"(3466, 549, 1404, 2380)",3467,1
"(549, 1404, 2380, 3467)",2381,1
"(1404, 2380, 3467, 2381)",3468,1
"(2380, 3467, 2381, 3468)",3469,1
"(3467, 2381, 3468, 3469)",3470,1
"(2381, 3468, 3469, 3470)",3471,1
"(3468, 3469, 3470, 3471)",1218,1
"(3469, 3470, 3471, 1218)",3472,1
"(3470, 3471, 1218, 3472)",1219,1
"(3471, 1218, 3472, 1219)",1500,1
"(1218, 3472, 1219, 1500)",3473,1
"(3472, 1219, 1500, 3473)",436,1
"(1219, 1500, 3473, 436)",3474,1
"(1500, 3473, 436, 3474)",1500,1
"(3473, 436, 3474, 1500)",3475,1
"(549, 163, 3477, 3478)",436,1
"(163, 3477, 3478, 436)",3479,1
"(3477, 3478, 436, 3479)",2379,1
"(3478, 436, 3479, 2379)",2382,1
"(436, 3479, 2379, 2382)",3480,1
"(3479, 2379, 2382, 3480)",3481,1
"(2379, 2382, 3480, 3481)",1711,1
"(2382, 3480, 3481, 1711)",3482,1
"(3480, 3481, 1711, 3482)",436,1
"(3481, 1711, 3482, 436)",3483,1
"(1711, 3482, 436, 3483)",3484,1
"(3482, 436, 3483, 3484)",1834,1
"(436, 3483, 3484, 1834)",182,1
"(3483, 3484, 1834, 182)",348,1
"(3484, 1834, 182, 348)",3485,1
"(1834, 182, 348, 3485)",1499,1
"(182, 348, 3485, 1499)",3486,1
"(348, 3485, 1499, 3486)",512,1
"(3485, 1499, 3486, 512)",3487,1
"(39, 174, 3, 198)",10,1
"(174, 3, 198, 10)",65,1
"(3, 198, 10, 65)",66,1
"(198, 10, 65, 66)",18,1
"(10, 65, 66, 18)",2383,1
"(65, 66, 18, 2383)",361,1
"(66, 18, 2383, 361)",2384,1
"(18, 2383, 361, 2384)",3489,1
"(2383, 361, 2384, 3489)",5,1
"(361, 2384, 3489, 5)",47,1
"(2384, 3489, 5, 47)",3490,1
"(3489, 5, 47, 3490)",2,1
"(5, 47, 3490, 2)",161,1
"(47, 3490, 2, 161)",3,1
"(115, 58, 7, 194)",7,1
"(58, 7, 194, 7)",12,1
"(7, 194, 7, 12)",139,1
"(194, 7, 12, 139)",4,1
"(7, 12, 139, 4)",108,1
"(12, 139, 4, 108)",154,1
"(139, 4, 108, 154)",2,1
"(4, 108, 154, 2)",1,1
"(108, 154, 2, 1)",1836,1
"(154, 2, 1, 1836)",2201,1
"(2, 1, 1836, 2201)",26,1
"(1, 1836, 2201, 26)",1,1
"(1836, 2201, 26, 1)",1451,1
"(2201, 26, 1, 1451)",2385,1
"(26, 1, 1451, 2385)",2,1
"(1, 1451, 2385, 2)",1,1
"(1451, 2385, 2, 1)",443,1
"(2385, 2, 1, 443)",1,1
"(2, 1, 443, 1)",1271,1
"(1, 443, 1, 1271)",2,1
"(443, 1, 1271, 2)",1,1
"(1, 1271, 2, 1)",708,1
"(1271, 2, 1, 708)",1,1
"(2, 1, 708, 1)",1018,1
"(1, 708, 1, 1018)",368,1
"(708, 1, 1018, 368)",1378,1
"(1, 1018, 368, 1378)",3,1
"(1018, 368, 1378, 3)",1,1
"(368, 1378, 3, 1)",2386,1
"(1378, 3, 1, 2386)",3491,1
"(3, 1, 2386, 3491)",3492,1
"(1, 2386, 3491, 3492)",5,1
"(2386, 3491, 3492, 5)",1,1
"(3491, 3492, 5, 1)",331,1
"(3492, 5, 1, 331)",4,1
"(5, 1, 331, 4)",23,1
"(1, 331, 4, 23)",406,1
"(331, 4, 23, 406)",234,1
"(4, 23, 406, 234)",25,1
"(23, 406, 234, 25)",1,1
"(406, 234, 25, 1)",1370,1
"(234, 25, 1, 1370)",1502,1
"(25, 1, 1370, 1502)",2,1
"(1, 1370, 1502, 2)",163,1
"(1370, 1502, 2, 163)",53,1
"(1502, 2, 163, 53)",766,1
"(2, 163, 53, 766)",3,1
"(163, 53, 766, 3)",631,1
"(53, 766, 3, 631)",1180,1
"(766, 3, 631, 1180)",2,1
"(3, 631, 1180, 2)",365,1
"(212, 66, 18, 1)",27,1
"(66, 18, 1, 27)",2,1
"(18, 1, 27, 2)",163,1
"(1, 27, 2, 163)",54,1
"(27, 2, 163, 54)",11,1
"(2, 163, 54, 11)",1,1
"(163, 54, 11, 1)",726,1
"(54, 11, 1, 726)",485,1
"(7, 12, 215, 59)",1,2
"(12, 215, 59, 1)",36,2
"(215, 59, 1, 36)",107,1
"(59, 1, 36, 107)",3494,1
"(1, 36, 107, 3494)",3,1
"(36, 107, 3494, 3)",3495,1
"(107, 3494, 3, 3495)",12,1
"(3494, 3, 3495, 12)",924,1
"(3, 3495, 12, 924)",30,1
"(3495, 12, 924, 30)",143,1
"(12, 924, 30, 143)",46,1
"(924, 30, 143, 46)",3496,1
"(30, 143, 46, 3496)",4,1
"(143, 46, 3496, 4)",6,1
"(46, 3496, 4, 6)",1273,1
"(3496, 4, 6, 1273)",49,1
"(4, 6, 1273, 49)",411,1
"(6, 1273, 49, 411)",750,1
"(1273, 49, 411, 750)",39,1
"(49, 411, 750, 39)",22,1
"(411, 750, 39, 22)",6,1
"(750, 39, 22, 6)",288,1
"(39, 22, 6, 288)",4,1
"(22, 6, 288, 4)",264,1
"(6, 288, 4, 264)",422,1
"(288, 4, 264, 422)",371,1
"(4, 264, 422, 371)",1727,1
"(264, 422, 371, 1727)",4,1
"(422, 371, 1727, 4)",1,1
"(371, 1727, 4, 1)",1056,1
"(1727, 4, 1, 1056)",508,1
"(4, 1, 1056, 508)",1,1
"(3497, 512, 2211, 436)",512,1
"(512, 2211, 436, 512)",3498,1
"(2211, 436, 512, 3498)",619,1
"(436, 512, 3498, 619)",3499,1
"(512, 3498, 619, 3499)",1834,1
"(3498, 619, 3499, 1834)",3500,1
"(619, 3499, 1834, 3500)",3501,1
"(3499, 1834, 3500, 3501)",474,1
"(1834, 3500, 3501, 474)",822,1
"(3500, 3501, 474, 822)",436,1
"(3501, 474, 822, 436)",3502,1
"(474, 822, 436, 3502)",3503,1
"(822, 436, 3502, 3503)",3504,1
"(436, 3502, 3503, 3504)",3505,1
"(3502, 3503, 3504, 3505)",811,1
"(3503, 3504, 3505, 811)",3506,1
"(3504, 3505, 811, 3506)",3507,1
"(3505, 811, 3506, 3507)",619,1
"(811, 3506, 3507, 619)",2208,1
"(3506, 3507, 619, 2208)",3508,1
"(3507, 619, 2208, 3508)",2213,1
"(619, 2208, 3508, 2213)",549,1
"(2208, 3508, 2213, 549)",3509,1
"(3508, 2213, 549, 3509)",512,1
"(2213, 549, 3509, 512)",934,1
"(549, 3509, 512, 934)",436,1
"(3509, 512, 934, 436)",512,1
"(512, 934, 436, 512)",3510,1
